Name,,06-8-Rev,Name,,05-8-Rev,Name,,10-8-Rev,,,,,,
1.400000,-2.215761316872428,-139.991800000000012,1.400000,-2.221866096866097,-140.377499999999998,1.400000,-2.229854384298829,-140.882200000000012,,,,,,
1.500000,-2.212711301044635,-139.799100000000010,1.500000,-2.220352959797404,-140.281899999999979,1.500000,-2.220813548591326,-140.310999999999978,,,,,,
1.600000,-2.209897119341564,-139.621299999999991,1.600000,-2.221183918961696,-140.334399999999988,1.600000,-2.225720164609054,-140.621000000000009,,,,,,
1.700000,-2.212363089585311,-139.777099999999990,1.700000,-2.224395378284267,-140.537300000000016,1.700000,-2.225261158594491,-140.591999999999984,,,,,,
1.800000,-2.212454890788224,-139.782899999999984,1.800000,-2.217171573282684,-140.080900000000014,1.800000,-2.220997150997151,-140.322599999999994,,,,,,
1.900000,-2.211429249762583,-139.718100000000021,1.900000,-2.216883507439063,-140.062700000000006,1.900000,-2.215935422602089,-140.002800000000008,,,,,,
2.000000,-2.211270971826528,-139.708100000000002,2.000000,-2.218149730927509,-140.142700000000019,2.000000,-2.214203861981640,-139.893400000000014,,,,,,
2.100000,-2.207833175055398,-139.490900000000010,2.100000,-2.217101930990820,-140.076499999999981,2.100000,-2.217977207977208,-140.131799999999998,,,,,,
2.200000,-2.201644507755619,-139.099899999999991,2.200000,-2.212182652738208,-139.765699999999981,2.200000,-2.215028490028490,-139.945500000000010,,,,,,
2.300000,-2.200506489395379,-139.028000000000020,2.300000,-2.211248812915479,-139.706699999999984,2.300000,-2.210039569484014,-139.630300000000005,,,,,,
2.400000,-2.201358024691358,-139.081800000000015,2.400000,-2.208005698005698,-139.501800000000003,2.400000,-2.215484330484331,-139.974299999999999,,,,,,
2.500000,-2.200413105413106,-139.022100000000023,2.500000,-2.200916429249763,-139.053899999999999,2.500000,-2.215796138018360,-139.994000000000000,,,,,,
2.600000,-2.200636277302944,-139.036200000000008,2.600000,-2.199580563469452,-138.969499999999982,2.600000,-2.218971193415638,-140.194600000000008,,,,,,
2.700000,-2.198201962646407,-138.882399999999990,2.700000,-2.206093700538145,-139.381000000000000,2.700000,-2.211753719531497,-139.738599999999991,,,,,,
2.800000,-2.198148148148148,-138.878999999999991,2.800000,-2.205509654954100,-139.344099999999997,2.800000,-2.209126305792972,-139.572599999999994,,,,,,
2.900000,-2.200322886989554,-139.016400000000004,2.900000,-2.197546691991136,-138.840999999999980,2.900000,-2.209523583412472,-139.597700000000003,,,,,,
3.000000,-2.197321937321937,-138.826799999999991,3.000000,-2.197613168724280,-138.845200000000005,3.000000,-2.215338714783159,-139.965100000000007,,,,,,
3.100000,-2.198159227603672,-138.879699999999985,3.100000,-2.199582146248813,-138.969599999999985,3.100000,-2.206250395694840,-139.390900000000016,,,,,,
3.200000,-2.193246280468503,-138.569299999999998,3.200000,-2.203263691041469,-139.202200000000005,3.200000,-2.208059512503957,-139.505200000000002,,,,,,
3.300000,-2.196668249446027,-138.785500000000013,3.300000,-2.203075340297562,-139.190299999999979,3.300000,-2.207310857866414,-139.457899999999995,,,,,,
3.400000,-2.191563786008230,-138.462999999999994,3.400000,-2.202312440645774,-139.142099999999999,3.400000,-2.200041152263374,-138.998600000000010,,,,,,
3.500000,-2.185313390313390,-138.068099999999987,3.500000,-2.199721430832542,-138.978399999999993,3.500000,-2.200199430199430,-139.008600000000001,,,,,,
3.600000,-2.186381766381766,-138.135600000000011,3.600000,-2.195826210826211,-138.732300000000009,3.600000,-2.195770813548592,-138.728800000000007,,,,,,
3.700000,-2.186609686609687,-138.150000000000006,3.700000,-2.190240582462805,-138.379400000000004,3.700000,-2.199086736308959,-138.938299999999998,,,,,,
3.800000,-2.184428616650839,-138.012200000000007,3.800000,-2.192264957264957,-138.507299999999986,3.800000,-2.194730927508706,-138.663100000000014,,,,,,
3.900000,-2.184905033238367,-138.042300000000011,3.900000,-2.194659702437480,-138.658600000000007,3.900000,-2.183740107628997,-137.968700000000012,,,,,,
4.000000,-2.181006647673314,-137.795999999999992,4.000000,-2.192467553023109,-138.520100000000013,4.000000,-2.190701171256727,-138.408500000000004,,,,,,
4.100000,-2.172654320987654,-137.268300000000011,4.100000,-2.192320354542577,-138.510799999999989,4.100000,-2.187253877809433,-138.190699999999992,,,,,,
4.200000,-2.170460588793922,-137.129699999999985,4.200000,-2.191327951883507,-138.448099999999982,4.200000,-2.189034504590060,-138.303199999999975,,,,,,
4.300000,-2.169898702120924,-137.094200000000001,4.300000,-2.185364039252928,-138.071300000000008,4.300000,-2.190136119025007,-138.372799999999984,,,,,,
4.400000,-2.178918961696740,-137.664100000000019,4.400000,-2.184415954415955,-138.011400000000009,4.400000,-2.185278569167458,-138.065899999999999,,,,,,
4.500000,-2.170884773662551,-137.156499999999994,4.500000,-2.184072491294713,-137.989699999999999,4.500000,-2.188668882557771,-138.280099999999976,,,,,,
4.600000,-2.174468186134853,-137.382900000000006,4.600000,-2.182679645457423,-137.901699999999977,4.600000,-2.182828426717315,-137.911100000000005,,,,,,
4.700000,-2.175629946185502,-137.456299999999999,4.700000,-2.180642608420386,-137.772999999999996,4.700000,-2.178643558088003,-137.646700000000010,,,,,,
4.800000,-2.175598290598290,-137.454299999999989,4.800000,-2.184273504273504,-138.002399999999994,4.800000,-2.178081671415005,-137.611199999999996,,,,,,
4.900000,-2.170989237100348,-137.163100000000014,4.900000,-2.177679645457423,-137.585800000000006,4.900000,-2.178152896486230,-137.615700000000004,,,,,,
5.000000,-2.169520417853751,-137.070300000000003,5.000000,-2.173195631528964,-137.302499999999981,5.000000,-2.176764798987021,-137.528000000000020,,,,,,
5.100000,-2.166483064260842,-136.878399999999999,5.100000,-2.176107945552390,-137.486500000000006,5.100000,-2.177861665083888,-137.597300000000018,,,,,,
5.200000,-2.166824944602722,-136.900000000000006,5.200000,-2.176551123773346,-137.514499999999998,5.200000,-2.170729661285217,-137.146700000000010,,,,,,
5.300000,-2.166114276669832,-136.855099999999993,5.300000,-2.180408357075024,-137.758199999999988,5.300000,-2.166506805951250,-136.879899999999992,,,,,,
5.400000,-2.164697689142133,-136.765599999999978,5.400000,-2.179083570750237,-137.674499999999995,5.400000,-2.167173156062045,-136.921999999999997,,,,,,
5.500000,-2.158273187717632,-136.359700000000004,5.500000,-2.177146248812916,-137.552100000000024,5.500000,-2.163624564735676,-136.697800000000001,,,,,,
5.600000,-2.149290914846471,-135.792200000000008,5.600000,-2.179186451408674,-137.681000000000011,5.600000,-2.159515669515670,-136.438200000000023,,,,,,
5.700000,-2.147005381449826,-135.647800000000018,5.700000,-2.176609686609687,-137.518200000000007,5.700000,-2.156389680278569,-136.240700000000004,,,,,,
5.800000,-2.149249762583096,-135.789600000000007,5.800000,-2.173748021525799,-137.337400000000002,5.800000,-2.149327318771763,-135.794499999999999,,,,,,
5.900000,-2.150326052548275,-135.857599999999991,5.900000,-2.167575182019626,-136.947399999999987,5.900000,-2.145582462804685,-135.557900000000018,,,,,,
6.000000,-2.141528964862298,-135.301799999999986,6.000000,-2.167279202279202,-136.928699999999992,6.000000,-2.146049382716050,-135.587400000000002,,,,,,
6.100000,-2.139745172522950,-135.189099999999996,6.100000,-2.164654954099399,-136.762900000000002,6.100000,-2.142856916745806,-135.385699999999986,,,,,,
6.200000,-2.134300411522634,-134.845100000000002,6.200000,-2.161905666350111,-136.589200000000005,6.200000,-2.139379550490661,-135.165999999999997,,,,,,
6.300000,-2.130376701487812,-134.597199999999986,6.300000,-2.156965811965812,-136.277100000000018,6.300000,-2.131239316239316,-134.651700000000005,,,,,,
6.400000,-2.135256410256411,-134.905500000000018,6.400000,-2.149605887939221,-135.812099999999987,6.400000,-2.128472617917062,-134.476900000000000,,,,,,
6.500000,-2.126807534029756,-134.371700000000004,6.500000,-2.141516302627414,-135.301000000000016,6.500000,-2.134077239632795,-134.831000000000017,,,,,,
6.600000,-2.127693890471669,-134.427700000000016,6.600000,-2.139246597024375,-135.157600000000002,6.600000,-2.136150680595125,-134.961999999999989,,,,,,
6.700000,-2.125854700854701,-134.311499999999995,6.700000,-2.140099715099715,-135.211500000000001,6.700000,-2.131172839506173,-134.647500000000008,,,,,,
6.800000,-2.123338081671415,-134.152500000000003,6.800000,-2.143706869262425,-135.439399999999978,6.800000,-2.129313073757518,-134.530000000000001,,,,,,
6.900000,-2.117353592909148,-133.774399999999986,6.900000,-2.135227920227920,-134.903699999999986,6.900000,-2.122744539411206,-134.115000000000009,,,,,,
7.000000,-2.113271604938272,-133.516500000000008,7.000000,-2.131658752769864,-134.678200000000004,7.000000,-2.116609686609686,-133.727399999999989,,,,,,
7.100000,-2.116225071225071,-133.703099999999978,7.100000,-2.129916112693890,-134.568099999999987,7.100000,-2.108050015827794,-133.186599999999998,,,,,,
7.200000,-2.110224754669199,-133.324000000000012,7.200000,-2.126856600189933,-134.374799999999993,7.200000,-2.106763216207661,-133.105300000000000,,,,,,
7.300000,-2.099987337765115,-132.677199999999999,7.300000,-2.120338714783159,-133.962999999999994,7.300000,-2.103520101297879,-132.900399999999990,,,,,,
7.400000,-2.093632478632478,-132.275700000000000,7.400000,-2.122177904400127,-134.079200000000014,7.400000,-2.100018993352327,-132.679200000000009,,,,,,
7.500000,-2.091753719531498,-132.157000000000011,7.500000,-2.119479265590376,-133.908699999999982,7.500000,-2.091272554605888,-132.126600000000025,,,,,,
7.600000,-2.082912314023425,-131.598399999999998,7.600000,-2.115743906299462,-133.672699999999992,7.600000,-2.085992402659069,-131.793000000000006,,,,,,
7.700000,-2.074578980690092,-131.071899999999999,7.700000,-2.116261475150364,-133.705399999999997,7.700000,-2.077446976891422,-131.253100000000018,,,,,,
7.800000,-2.078504273504273,-131.319899999999990,7.800000,-2.111582779360557,-133.409799999999990,7.800000,-2.070568217790440,-130.818500000000000,,,,,,
7.900000,-2.070849952516619,-130.836299999999994,7.900000,-2.105666350110794,-133.036000000000001,7.900000,-2.060612535612536,-130.189500000000009,,,,,,
8.000000,-2.065305476416587,-130.485999999999990,8.000000,-2.099890788224121,-132.671099999999995,8.000000,-2.054226020892687,-129.786000000000001,,,,,,
8.100000,-2.058163975941754,-130.034800000000018,8.100000,-2.091543209876543,-132.143699999999995,8.100000,-2.050870528648306,-129.573999999999984,,,,,,
8.200000,-2.048054764165875,-129.396099999999990,8.200000,-2.084393795504907,-131.692000000000007,8.200000,-2.038213042101931,-128.774300000000011,,,,,,
8.300000,-2.041226654004431,-128.964699999999993,8.300000,-2.082228553339664,-131.555200000000013,8.300000,-2.027861665083887,-128.120299999999986,,,,,,
8.400000,-2.029547325102881,-128.226799999999997,8.400000,-2.078494776828110,-131.319299999999998,8.400000,-2.013008863564419,-127.181899999999985,,,,,,
8.500000,-2.020542893320671,-127.657899999999984,8.500000,-2.068592909148465,-130.693700000000007,8.500000,-2.003673630895853,-126.592100000000016,,,,,,
8.600000,-2.014088319088319,-127.250100000000003,8.600000,-2.056975308641975,-129.959699999999998,8.600000,-1.992071858182969,-125.859099999999998,,,,,,
8.700000,-2.006456157011712,-126.767899999999983,8.700000,-2.051628679962013,-129.621900000000011,8.700000,-1.981043051598607,-125.162300000000002,,,,,,
8.800000,-1.997483380816714,-126.201000000000007,8.800000,-2.040482747704970,-128.917699999999996,8.800000,-1.973561253561253,-124.689599999999999,,,,,,
8.900000,-1.986848686293131,-125.529100000000000,8.900000,-2.031766381766382,-128.367000000000019,8.900000,-1.954214941437164,-123.467300000000009,,,,,,
9.000000,-1.980949667616334,-125.156400000000005,9.000000,-2.019347894903451,-127.582400000000007,9.000000,-1.939036087369421,-122.508300000000005,,,,,,
9.100000,-1.965330800886357,-124.169600000000003,9.100000,-2.007961380183602,-126.862999999999999,9.100000,-1.917249129471352,-121.131799999999998,,,,,,
9.200000,-1.954656536878759,-123.495199999999997,9.200000,-1.998616650838873,-126.272600000000011,9.200000,-1.900416270971827,-120.068300000000008,,,,,,
9.300000,-1.937068692624248,-122.384000000000000,9.300000,-1.994803735359291,-126.031700000000001,9.300000,-1.871415004748338,-118.235999999999990,,,,,,
9.400000,-1.924783159227604,-121.607799999999997,9.400000,-1.984221272554606,-125.363100000000003,9.400000,-1.841780626780627,-116.363699999999994,,,,,,
9.500000,-1.905085470085470,-120.363300000000009,9.500000,-1.968656220322887,-124.379700000000000,9.500000,-1.811834441278886,-114.471699999999998,,,,,,
9.600000,-1.896807534029756,-119.840299999999999,9.600000,-1.953879392212726,-123.446100000000001,9.600000,-1.774971509971510,-112.142700000000005,,,,,,
9.700000,-1.874981006647674,-118.461300000000008,9.700000,-1.940981323203545,-122.631199999999993,9.700000,-1.735131370686926,-109.625600000000006,,,,,,
9.800000,-1.850090218423552,-116.888700000000000,9.800000,-1.923338081671415,-121.516499999999993,9.800000,-1.691579613801836,-106.873999999999995,,,,,,
9.900000,-1.827223805001583,-115.444000000000002,9.900000,-1.906077872744540,-120.426000000000002,9.900000,-1.642132003798671,-103.749900000000011,,,,,,
10.000000,-1.804591642924976,-114.014099999999999,10.000000,-1.881280468502691,-118.859300000000004,10.000000,-1.586766381766382,-100.251900000000006,,,,,,
10.100000,-1.771332700221589,-111.912800000000004,10.100000,-1.852130421019310,-117.017600000000002,10.100000,-1.529264165875277,-96.618910000000000,,,,,,
10.200000,-1.731582779360557,-109.401399999999995,10.200000,-1.816813865147198,-114.786299999999997,10.200000,-1.463799303577081,-92.482839999999996,,,,,,
10.300000,-1.689268755935423,-106.728000000000009,10.300000,-1.777144666033555,-112.280000000000001,10.300000,-1.403040519151630,-88.644100000000009,,,,,,
10.400000,-1.638187717632162,-103.500699999999995,10.400000,-1.725655270655271,-109.026899999999998,10.400000,-1.324951092117759,-83.710409999999996,,,,,,
10.500000,-1.576646723646724,-99.612539999999996,10.500000,-1.665110794555239,-105.201699999999988,10.500000,-1.246839031339031,-78.775289999999998,,,,,,
10.600000,-1.502584045584046,-94.933260000000004,10.600000,-1.592393162393162,-100.607399999999998,10.600000,-1.164140550807217,-73.550399999999996,,,,,,
10.700000,-1.419612219056663,-89.691099999999992,10.700000,-1.501200538144983,-94.845849999999999,10.700000,-1.061760525482748,-67.082030000000003,,,,,,
10.800000,-1.321383823994935,-83.485029999999995,10.800000,-1.401565843621399,-88.550929999999994,10.800000,-0.970014719848053,-61.285529999999994,,,,,,
10.900000,-1.202110952833175,-75.949370000000002,10.900000,-1.297091009813232,-81.950209999999998,10.900000,-0.873348844571067,-55.178179999999998,,,,,,
11.000000,-1.064014878125989,-67.224459999999993,11.000000,-1.168320196264641,-73.814470000000000,11.000000,-0.779870845204179,-49.272240000000004,,,,,,
11.100000,-0.910168407723963,-57.504439999999995,11.100000,-1.015682494460272,-64.170820000000006,11.100000,-0.642407565685344,-40.587310000000002,,,,,,
11.200000,-0.727990819879709,-45.994460000000004,11.200000,-0.848920702754036,-53.634809999999994,11.200000,-0.488324944602722,-30.852370000000000,,,,,,
11.300000,-0.524320671098449,-33.126580000000004,11.300000,-0.654321304210193,-41.340019999999996,11.300000,-0.310796929408041,-19.636150000000001,,,,,,
11.400000,-0.293387780943337,-18.536239999999999,11.400000,-0.438966445077556,-27.733899999999998,11.400000,-0.121571304210193,-7.680875000000000,,,,,,
11.500000,-0.034832858499525,-2.200740000000000,11.500000,-0.192159227603672,-12.140620000000000,11.500000,0.107273361823362,6.777531000000000,,,,,,
11.600000,0.239933364988921,15.158990000000001,11.600000,0.073455872111428,4.640942000000000,11.600000,0.364958056346945,23.058050000000001,,,,,,
11.700000,0.568555080721747,35.921309999999998,11.700000,0.376417062361507,23.782029999999999,11.700000,0.654212883823995,41.333170000000003,,,,,,
,Name,Jsc (mA/cm^2),Isc (mA),Voc (V),Eff (%£©,Pmax (mW),FF (%),Vmax(V),Imax(mA),Rs (ohm£©,Rsh £¨ohm£©,Area £¨cm^2),Date,Note
,06-8-Rev,2.2291051644,140.8348642857,11.5126772709,18.2093523267,1150.4668800000,70.9557525495,9.6000000000,119.8403000000,5.7604582560,629.4822508486,63.1800000000,15:29:40,0.0000000000
,05-8-Rev,2.2375364039,141.3675500000,11.5723449939,18.8701709402,1192.2174000000,72.8759706331,9.9000000000,120.4260000000,5.9589208681,390.3690381585,63.1800000000,15:24:53,0.0000000000
,10-8-Rev,2.2404638674,141.5525071429,11.4531239405,17.4838296929,1104.6283600000,68.1356906805,9.2000000000,120.0683000000,6.9163917516,-4749.7879558976,63.1800000000,15:16:19,0.0000000000
